travelCode,User_ID_x,Departure,Arrival,flightType,Flight_price,Flight_duration,Flight_Distance,Flight_agency,Departure_date,User_ID_y,Hotel_Name,Arrival_place,Hotel_stay,Hotel_per_day_price,Check-in_x,Hotel_TotalPrice,User_ID,Check-in_y,pickupLocation,dropoffLocation,carType,rentalAgency,rentalDuration,Car_total_distance,fuelPolicy,Car_bookingStatus,total_rent_price,car_booking
11948,116,Aracaju (SE),Salvador (BH),firstClass,1723.71,2.16,830.86,Rainbow,08/05/2021,116,Hotel K,Salvador (BH),2,263.41,08/05/2021,526.82,116.0,08/05/2021,Jaredview,Smithville,Luxury,Budget,3.0,401.0,Full-to-Full,Pending,9304.0,1
11967,117,Aracaju (SE),Natal (RN),firstClass,577.71,0.46,176.33,FlyingDrops,30/01/2020,117,Hotel BD,Natal (RN),4,242.88,01/30/2020,971.52,117.0,01/30/2020,Andrefurt,Kevinchester,Hatchback,Budget,5.0,239.0,Full-to-Full,Cancelled,2393.0,1
12016,117,Recife (PE),Brasilia (DF),firstClass,721.93,0.63,242.21,Rainbow,01/07/2021,117,Hotel BP,Brasilia (DF),3,247.62,01/07/2021,742.86,117.0,01/07/2021,New Ashleyshire,Chadfurt,Hatchback,Enterprise,3.0,231.0,Partial,Confirmed,2235.0,1
12018,117,Brasilia (DF),Campo Grande (MS),premium,851.15,0.72,277.7,Rainbow,21/01/2021,117,Hotel BW,Campo Grande (MS),1,60.39,01/21/2021,60.39,117.0,01/21/2021,Watsonland,East Johnberg,Hatchback,Hertz,5.0,218.0,Full-to-Full,Pending,2229.0,1
12069,118,Aracaju (SE),Rio de Janeiro (RJ),premium,1007.72,1.55,597.61,CloudFy,31/10/2019,118,Hotel CB,Rio de Janeiro (RJ),4,165.99,10/31/2019,663.96,118.0,10/31/2019,Davidland,Mooreshire,SUV,Avis,1.0,224.0,Prepaid,Confirmed,3209.0,1
12148,118,Aracaju (SE),Salvador (BH),firstClass,1714.75,2.16,830.86,FlyingDrops,05/06/2021,118,Hotel K,Salvador (BH),3,263.41,05/06/2021,790.23,118.0,05/06/2021,Deannastad,North Garyshire,Luxury,Enterprise,3.0,174.0,Prepaid,Confirmed,4750.0,1
12183,119,Brasilia (DF),Natal (RN),firstClass,1433.35,1.43,550.69,FlyingDrops,30/01/2020,119,Hotel BD,Natal (RN),1,242.88,01/30/2020,242.88,119.0,01/30/2020,Mendozaborough,Jonathanborough,SUV,Budget,4.0,243.0,Full-to-Full,Pending,3700.0,1
12298,119,Recife (PE),Aracaju (SE),premium,932.84,1.44,555.74,CloudFy,14/04/2022,119,Hotel Z,Aracaju (SE),1,208.04,04/14/2022,208.04,119.0,04/14/2022,Roberthaven,Liburgh,Sedan,Hertz,1.0,457.0,Prepaid,Pending,4964.0,1
12308,119,Brasilia (DF),Natal (RN),firstClass,1433.35,1.43,550.69,FlyingDrops,23/06/2022,119,Hotel BD,Natal (RN),2,242.88,06/23/2022,485.76,119.0,06/23/2022,New Keith,Lake Rachel,Luxury,Budget,4.0,431.0,Prepaid,Confirmed,10050.0,1
12446,120,Brasilia (DF),Recife (PE),firstClass,772.21,0.63,242.21,Rainbow,29/07/2021,120,Hotel AU,Recife (PE),2,312.83,07/29/2021,625.66,120.0,07/29/2021,Lake John,Harrisonborough,Sedan,Enterprise,4.0,334.0,Full-to-Full,Cancelled,3967.0,1
12456,120,Aracaju (SE),Brasilia (DF),economic,548.62,1.11,425.98,Rainbow,10/07/2021,120,Hotel BP,Brasilia (DF),1,247.62,10/07/2021,247.62,120.0,10/07/2021,Ortizburgh,South David,SUV,Sixt,1.0,219.0,Prepaid,Cancelled,3163.0,1
12458,120,Aracaju (SE),Brasilia (DF),firstClass,957.68,1.11,425.98,CloudFy,21/10/2021,120,Hotel BP,Brasilia (DF),4,247.62,10/21/2021,990.48,120.0,10/21/2021,Port Tonya,South Donald,Sedan,Avis,2.0,259.0,Prepaid,Pending,3046.0,1
12475,120,Recife (PE),Brasilia (DF),premium,638.63,0.63,242.21,Rainbow,17/02/2022,120,Hotel BP,Brasilia (DF),2,247.62,02/17/2022,495.24,120.0,02/17/2022,Port Wendyborough,West Seanstad,Sedan,Hertz,1.0,435.0,Partial,Pending,4755.0,1
12488,120,Recife (PE),Florianopolis (SC),economic,761.2,1.76,676.53,CloudFy,19/05/2022,120,Hotel A,Florianopolis (SC),2,313.02,05/19/2022,626.04,120.0,05/19/2022,North Kathleen,West Beckyhaven,Sedan,Budget,1.0,61.0,Prepaid,Confirmed,1014.0,1
12501,120,Aracaju (SE),Sao Paulo (SP),economic,410.79,1.02,392.76,CloudFy,18/08/2022,120,Hotel AF,Sao Paulo (SP),3,139.1,08/18/2022,417.3,120.0,08/18/2022,Hendersonhaven,Port Darrellchester,SUV,Budget,2.0,200.0,Prepaid,Cancelled,3001.0,1
12631,123,Brasilia (DF),Sao Paulo (SP),firstClass,893.65,0.67,257.81,CloudFy,24/10/2019,123,Hotel AF,Sao Paulo (SP),3,139.1,10/24/2019,417.3,123.0,10/24/2019,Frazierton,Kimberlyborough,Sedan,Avis,1.0,58.0,Full-to-Full,Pending,992.0,1
12756,125,Brasilia (DF),Natal (RN),economic,791.66,1.43,550.69,CloudFy,13/02/2020,125,Hotel BD,Natal (RN),3,242.88,02/13/2020,728.64,125.0,02/13/2020,Greentown,Saunderstown,Luxury,Enterprise,3.0,334.0,Partial,Confirmed,7949.0,1
12810,126,Aracaju (SE),Sao Paulo (SP),premium,588.14,1.02,392.76,Rainbow,19/03/2020,126,Hotel AF,Sao Paulo (SP),4,139.1,03/19/2020,556.4,126.0,03/19/2020,South Melissa,Smithview,SUV,Enterprise,2.0,441.0,Prepaid,Pending,5884.0,1
12884,126,Recife (PE),Florianopolis (SC),firstClass,1354.53,1.76,676.53,CloudFy,19/08/2021,126,Hotel A,Florianopolis (SC),2,313.02,08/19/2021,626.04,126.0,08/19/2021,Port Jennifer,Port Tracy,SUV,Sixt,4.0,493.0,Full-to-Full,Pending,6725.0,1
12928,126,Recife (PE),Natal (RN),firstClass,628.96,0.58,222.67,Rainbow,23/06/2022,126,Hotel BD,Natal (RN),4,242.88,06/23/2022,971.52,126.0,06/23/2022,West Carly,North Janetborough,Hatchback,Avis,3.0,250.0,Full-to-Full,Confirmed,2382.0,1
12951,126,Aracaju (SE),Rio de Janeiro (RJ),firstClass,1189.86,1.55,597.61,Rainbow,12/01/2022,126,Hotel CB,Rio de Janeiro (RJ),3,165.99,12/01/2022,497.97,126.0,12/01/2022,Matthewton,South Abigail,Luxury,Sixt,1.0,191.0,Partial,Pending,4791.0,1
12989,127,Brasilia (DF),Natal (RN),premium,1107.52,1.43,550.69,Rainbow,03/05/2020,127,Hotel BD,Natal (RN),2,242.88,03/05/2020,485.76,127.0,03/05/2020,Danielhaven,Brownshire,SUV,Hertz,2.0,327.0,Prepaid,Cancelled,4518.0,1
13026,127,Aracaju (SE),Recife (PE),firstClass,1088.87,1.44,555.74,FlyingDrops,19/11/2020,127,Hotel AU,Recife (PE),1,312.83,11/19/2020,312.83,127.0,11/19/2020,Lake Andrew,East Stephen,Hatchback,Avis,2.0,128.0,Full-to-Full,Pending,1370.0,1
13056,127,Aracaju (SE),Rio de Janeiro (RJ),premium,930.12,1.55,597.61,Rainbow,17/06/2021,127,Hotel CB,Rio de Janeiro (RJ),4,165.99,06/17/2021,663.96,127.0,06/17/2021,Lake Richardville,Lopezville,Luxury,Enterprise,1.0,109.0,Full-to-Full,Cancelled,3152.0,1
13057,127,Brasilia (DF),Recife (PE),firstClass,691.39,0.63,242.21,FlyingDrops,24/06/2021,127,Hotel AU,Recife (PE),3,312.83,06/24/2021,938.49,127.0,06/24/2021,Kimberlychester,Jessicahaven,Hatchback,Hertz,4.0,404.0,Partial,Pending,3675.0,1
13096,129,Brasilia (DF),Recife (PE),economic,432.1,0.63,242.21,CloudFy,21/11/2019,129,Hotel AU,Recife (PE),2,312.83,11/21/2019,625.66,129.0,11/21/2019,Lake Patricia,Larsonfort,Luxury,Enterprise,5.0,256.0,Prepaid,Confirmed,6701.0,1
13122,129,Aracaju (SE),Florianopolis (SC),firstClass,1582.41,2.1,808.85,Rainbow,21/05/2020,129,Hotel A,Florianopolis (SC),4,313.02,05/21/2020,1252.08,129.0,05/21/2020,Monroeton,Taylorside,Hatchback,Avis,5.0,470.0,Partial,Pending,4220.0,1
13159,129,Recife (PE),Florianopolis (SC),firstClass,1354.53,1.76,676.53,CloudFy,02/04/2021,129,Hotel A,Florianopolis (SC),1,313.02,02/04/2021,313.02,129.0,02/04/2021,South Marco,Annstad,Hatchback,Avis,3.0,377.0,Partial,Cancelled,3403.0,1
13222,129,Recife (PE),Salvador (BH),premium,1242.65,2.05,788.55,CloudFy,21/04/2022,129,Hotel K,Salvador (BH),1,263.41,04/21/2022,263.41,129.0,04/21/2022,Port Lisa,Scottville,Luxury,Hertz,1.0,175.0,Partial,Confirmed,4476.0,1
13256,129,Aracaju (SE),Brasilia (DF),firstClass,898.04,1.11,425.98,FlyingDrops,15/12/2022,129,Hotel BP,Brasilia (DF),3,247.62,12/15/2022,742.86,129.0,12/15/2022,Charlesbury,Lindaborough,Hatchback,Budget,1.0,311.0,Prepaid,Confirmed,2748.0,1
13286,131,Aracaju (SE),Natal (RN),premium,427.25,0.46,176.33,Rainbow,28/11/2019,131,Hotel BD,Natal (RN),3,242.88,11/28/2019,728.64,131.0,11/28/2019,Port Ashley,Cisnerosstad,SUV,Budget,2.0,205.0,Partial,Pending,3063.0,1
13304,131,Recife (PE),Rio de Janeiro (RJ),firstClass,1706.89,2.3,885.57,FlyingDrops,04/02/2020,131,Hotel CB,Rio de Janeiro (RJ),4,165.99,04/02/2020,663.96,131.0,04/02/2020,Brownberg,East Gregory,Luxury,Avis,5.0,482.0,Prepaid,Confirmed,11227.0,1
13341,131,Recife (PE),Campo Grande (MS),economic,563.71,1.39,535.4,CloudFy,17/12/2020,131,Hotel BW,Campo Grande (MS),2,60.39,12/17/2020,120.78,131.0,12/17/2020,Tylerville,West Michael,Hatchback,Sixt,5.0,168.0,Full-to-Full,Confirmed,1825.0,1
13359,131,Aracaju (SE),Florianopolis (SC),firstClass,1582.41,2.1,808.85,Rainbow,22/04/2021,131,Hotel A,Florianopolis (SC),3,313.02,04/22/2021,939.06,131.0,04/22/2021,East Katherinetown,East Dawn,Sedan,Enterprise,5.0,249.0,Full-to-Full,Confirmed,3171.0,1
13383,132,Recife (PE),Brasilia (DF),firstClass,697.22,0.63,242.21,FlyingDrops,24/10/2019,132,Hotel BP,Brasilia (DF),3,247.62,10/24/2019,742.86,132.0,10/24/2019,Markberg,New Danny,Luxury,Budget,1.0,146.0,Prepaid,Cancelled,3899.0,1
13435,132,Aracaju (SE),Florianopolis (SC),economic,869.13,2.1,808.85,CloudFy,22/10/2020,132,Hotel A,Florianopolis (SC),3,313.02,10/22/2020,939.06,132.0,10/22/2020,Justinshire,Saraland,Sedan,Budget,4.0,146.0,Partial,Pending,2057.0,1
13463,133,Aracaju (SE),Rio de Janeiro (RJ),economic,717.04,1.55,597.61,CloudFy,16/01/2020,133,Hotel CB,Rio de Janeiro (RJ),4,165.99,01/16/2020,663.96,133.0,01/16/2020,Simsborough,Phillipsbury,SUV,Sixt,2.0,348.0,Partial,Pending,4770.0,1
13490,133,Aracaju (SE),Sao Paulo (SP),firstClass,756.3,1.02,392.76,FlyingDrops,23/07/2020,133,Hotel AF,Sao Paulo (SP),3,139.1,07/23/2020,417.3,133.0,07/23/2020,North Brett,Katherinefurt,SUV,Sixt,2.0,61.0,Partial,Cancelled,1334.0,1
13522,133,Recife (PE),Salvador (BH),premium,1249.83,2.05,788.55,Rainbow,03/04/2021,133,Hotel K,Salvador (BH),2,263.41,03/04/2021,526.82,133.0,03/04/2021,Tuckerton,Lake Kristytown,Luxury,Avis,1.0,349.0,Full-to-Full,Cancelled,7966.0,1
13524,133,Recife (PE),Brasilia (DF),premium,573.61,0.63,242.21,CloudFy,18/03/2021,133,Hotel BP,Brasilia (DF),1,247.62,03/18/2021,247.62,133.0,03/18/2021,Carlport,Allenport,Sedan,Sixt,5.0,55.0,Partial,Confirmed,1213.0,1
13544,133,Aracaju (SE),Natal (RN),premium,427.25,0.46,176.33,Rainbow,08/05/2021,133,Hotel BD,Natal (RN),4,242.88,08/05/2021,971.52,133.0,08/05/2021,Ramirezville,Tammychester,Hatchback,Enterprise,1.0,111.0,Partial,Cancelled,1162.0,1
13545,133,Brasilia (DF),Natal (RN),premium,1107.52,1.43,550.69,Rainbow,08/12/2021,133,Hotel BD,Natal (RN),1,242.88,08/12/2021,242.88,133.0,08/12/2021,East Kendrastad,Theodoretown,Luxury,Enterprise,5.0,238.0,Partial,Cancelled,6322.0,1
13577,134,Recife (PE),Rio de Janeiro (RJ),economic,910.7,2.3,885.57,CloudFy,02/06/2020,134,Hotel CB,Rio de Janeiro (RJ),3,165.99,02/06/2020,497.97,134.0,02/06/2020,Josebury,New Robert,SUV,Sixt,2.0,401.0,Prepaid,Confirmed,5408.0,1
13599,134,Brasilia (DF),Campo Grande (MS),economic,583.6,0.72,277.7,CloudFy,07/09/2020,134,Hotel BW,Campo Grande (MS),2,60.39,07/09/2020,120.78,134.0,07/09/2020,Deannaland,South Richard,Luxury,Budget,4.0,120.0,Partial,Pending,3822.0,1
13659,134,Aracaju (SE),Salvador (BH),premium,1288.79,2.16,830.86,CloudFy,09/02/2021,134,Hotel K,Salvador (BH),4,263.41,09/02/2021,1053.64,134.0,09/02/2021,Youngland,Cindymouth,SUV,Hertz,1.0,289.0,Partial,Pending,3974.0,1
13693,135,Aracaju (SE),Recife (PE),firstClass,1119.47,1.44,555.74,Rainbow,17/10/2019,135,Hotel AU,Recife (PE),4,312.83,10/17/2019,1251.32,135.0,10/17/2019,Latashafurt,Port Edwardburgh,Sedan,Avis,2.0,114.0,Prepaid,Pending,1605.0,1
13694,135,Brasilia (DF),Florianopolis (SC),firstClass,1569.65,1.66,637.56,FlyingDrops,24/10/2019,135,Hotel A,Florianopolis (SC),1,313.02,10/24/2019,313.02,135.0,10/24/2019,Port Michael,Deanland,Sedan,Avis,4.0,328.0,Prepaid,Cancelled,3888.0,1
13736,135,Aracaju (SE),Rio de Janeiro (RJ),premium,930.12,1.55,597.61,Rainbow,13/08/2020,135,Hotel CB,Rio de Janeiro (RJ),4,165.99,08/13/2020,663.96,135.0,08/13/2020,East David,Colemanmouth,SUV,Budget,3.0,338.0,Prepaid,Pending,4766.0,1
13746,135,Brasilia (DF),Salvador (BH),economic,921.08,1.76,676.56,Rainbow,22/10/2020,135,Hotel K,Salvador (BH),1,263.41,10/22/2020,263.41,135.0,10/22/2020,Lake Toni,Marystad,Luxury,Hertz,4.0,354.0,Full-to-Full,Confirmed,8503.0,1
13792,136,Aracaju (SE),Sao Paulo (SP),economic,446.73,1.02,392.76,Rainbow,23/01/2020,136,Hotel AF,Sao Paulo (SP),1,139.1,01/23/2020,139.1,136.0,01/23/2020,New Kurt,Brianchester,SUV,Avis,5.0,190.0,Full-to-Full,Pending,3164.0,1
13801,137,Brasilia (DF),Aracaju (SE),premium,987.07,1.11,425.98,CloudFy,21/11/2019,137,Hotel Z,Aracaju (SE),3,208.04,11/21/2019,624.12,137.0,11/21/2019,Port Sharon,Serranoton,Sedan,Sixt,5.0,173.0,Partial,Cancelled,2395.0,1
13828,137,Recife (PE),Salvador (BH),economic,842.11,2.05,788.55,CloudFy,28/05/2020,137,Hotel K,Salvador (BH),1,263.41,05/28/2020,263.41,137.0,05/28/2020,Shannonside,Arielburgh,SUV,Sixt,2.0,131.0,Full-to-Full,Pending,2191.0,1
13833,137,Aracaju (SE),Recife (PE),economic,602.49,1.44,555.74,Rainbow,07/02/2020,137,Hotel AU,Recife (PE),2,312.83,07/02/2020,625.66,137.0,07/02/2020,Mitchellborough,Lauriefurt,Sedan,Budget,4.0,363.0,Prepaid,Cancelled,4255.0,1
13860,137,Brasilia (DF),Recife (PE),premium,559.13,0.63,242.21,Rainbow,01/07/2021,137,Hotel AU,Recife (PE),2,312.83,01/07/2021,625.66,137.0,01/07/2021,East Cassandra,South Christopher,Sedan,Avis,5.0,383.0,Prepaid,Pending,4514.0,1
13887,137,Aracaju (SE),Sao Paulo (SP),premium,630.34,1.02,392.76,CloudFy,15/07/2021,137,Hotel AF,Sao Paulo (SP),3,139.1,07/15/2021,417.3,137.0,07/15/2021,Lewisville,Tracyton,Sedan,Enterprise,4.0,401.0,Prepaid,Confirmed,4635.0,1
13894,137,Aracaju (SE),Brasilia (DF),firstClass,957.68,1.11,425.98,CloudFy,09/02/2021,137,Hotel BP,Brasilia (DF),3,247.62,09/02/2021,742.86,137.0,09/02/2021,East Davidshire,Santosshire,Luxury,Hertz,5.0,249.0,Prepaid,Cancelled,6560.0,1
14147,140,Aracaju (SE),Campo Grande (MS),firstClass,1376.09,1.69,650.1,FlyingDrops,10/07/2021,140,Hotel BW,Campo Grande (MS),3,60.39,10/07/2021,181.17,140.0,10/07/2021,North Anthonyside,Lake Jeffrey,SUV,Budget,2.0,60.0,Prepaid,Cancelled,1311.0,1
14188,141,Aracaju (SE),Rio de Janeiro (RJ),premium,1007.72,1.55,597.61,CloudFy,19/12/2019,141,Hotel CB,Rio de Janeiro (RJ),2,165.99,12/19/2019,331.98,141.0,12/19/2019,South Amyport,Port Eduardoberg,Sedan,Hertz,1.0,181.0,Full-to-Full,Cancelled,2225.0,1
14197,141,Recife (PE),Rio de Janeiro (RJ),firstClass,1706.89,2.3,885.57,FlyingDrops,20/02/2020,141,Hotel CB,Rio de Janeiro (RJ),4,165.99,02/20/2020,663.96,141.0,02/20/2020,Port Erinmouth,Hunterchester,Luxury,Avis,2.0,299.0,Partial,Cancelled,7128.0,1
14203,141,Brasilia (DF),Salvador (BH),premium,1268.97,1.76,676.56,Rainbow,04/02/2020,141,Hotel K,Salvador (BH),1,263.41,04/02/2020,263.41,141.0,04/02/2020,South Lorichester,Emilybury,Hatchback,Enterprise,5.0,208.0,Prepaid,Confirmed,2128.0,1
14207,142,Recife (PE),Campo Grande (MS),firstClass,1038.95,1.39,535.4,FlyingDrops,10/03/2019,142,Hotel BW,Campo Grande (MS),4,60.39,10/03/2019,241.56,142.0,10/03/2019,South Georgehaven,Heidiville,Sedan,Avis,5.0,214.0,Partial,Pending,2834.0,1
14220,142,Brasilia (DF),Aracaju (SE),firstClass,1214.82,1.11,425.98,Rainbow,01/02/2020,142,Hotel Z,Aracaju (SE),2,208.04,01/02/2020,416.08,142.0,01/02/2020,Stephenfurt,North Dianefort,SUV,Avis,5.0,268.0,Prepaid,Pending,4103.0,1
14234,142,Recife (PE),Campo Grande (MS),firstClass,1069.12,1.39,535.4,Rainbow,04/09/2020,142,Hotel BW,Campo Grande (MS),2,60.39,04/09/2020,120.78,142.0,04/09/2020,Crystalmouth,Dunlapfort,Sedan,Avis,4.0,418.0,Partial,Cancelled,4787.0,1
14264,143,Brasilia (DF),Rio de Janeiro (RJ),firstClass,539.39,0.48,183.37,FlyingDrops,12/12/2019,143,Hotel CB,Rio de Janeiro (RJ),2,165.99,12/12/2019,331.98,143.0,12/12/2019,North Sarahton,New Erin,Luxury,Budget,1.0,190.0,Prepaid,Cancelled,4789.0,1
14353,145,Recife (PE),Salvador (BH),firstClass,1484.94,2.05,788.55,CloudFy,19/12/2019,145,Hotel K,Salvador (BH),1,263.41,12/19/2019,263.41,145.0,12/19/2019,Jacksonfort,West Rachaelview,Luxury,Budget,4.0,326.0,Full-to-Full,Pending,7941.0,1
14418,145,Recife (PE),Rio de Janeiro (RJ),firstClass,1612.39,2.3,885.57,CloudFy,18/03/2021,145,Hotel CB,Rio de Janeiro (RJ),3,165.99,03/18/2021,497.97,145.0,03/18/2021,South Markbury,Ramirezborough,SUV,Enterprise,2.0,345.0,Partial,Confirmed,4745.0,1
14424,145,Aracaju (SE),Recife (PE),economic,602.49,1.44,555.74,Rainbow,29/04/2021,145,Hotel AU,Recife (PE),3,312.83,04/29/2021,938.49,145.0,04/29/2021,East Mollyview,Oneilltown,SUV,Sixt,2.0,164.0,Partial,Cancelled,2574.0,1
14494,145,Brasilia (DF),Rio de Janeiro (RJ),economic,371.04,0.48,183.37,Rainbow,09/01/2022,145,Hotel CB,Rio de Janeiro (RJ),4,165.99,09/01/2022,663.96,145.0,09/01/2022,West Michaelchester,Johnsonview,Sedan,Hertz,4.0,122.0,Prepaid,Confirmed,1836.0,1
14556,146,Brasilia (DF),Sao Paulo (SP),economic,538.95,0.67,257.81,CloudFy,03/05/2020,146,Hotel AF,Sao Paulo (SP),1,139.1,03/05/2020,139.1,146.0,03/05/2020,Nicholsonland,New Alexanderhaven,Luxury,Sixt,2.0,206.0,Partial,Confirmed,5265.0,1
14567,146,Aracaju (SE),Rio de Janeiro (RJ),firstClass,1183.57,1.55,597.61,CloudFy,21/05/2020,146,Hotel CB,Rio de Janeiro (RJ),3,165.99,05/21/2020,497.97,146.0,05/21/2020,Kyleside,Martinburgh,Sedan,Sixt,1.0,227.0,Full-to-Full,Cancelled,2652.0,1
14585,146,Recife (PE),Salvador (BH),premium,1249.83,2.05,788.55,Rainbow,24/09/2020,146,Hotel K,Salvador (BH),4,263.41,09/24/2020,1053.64,146.0,09/24/2020,Danielview,Jeremyshire,SUV,Hertz,2.0,448.0,Partial,Pending,5979.0,1
14694,146,Recife (PE),Rio de Janeiro (RJ),firstClass,1706.89,2.3,885.57,FlyingDrops,27/10/2022,146,Hotel CB,Rio de Janeiro (RJ),4,165.99,10/27/2022,663.96,146.0,10/27/2022,North Susan,Austinmouth,Sedan,Hertz,1.0,287.0,Prepaid,Cancelled,3269.0,1
14722,146,Recife (PE),Aracaju (SE),firstClass,1300.81,1.44,555.74,FlyingDrops,05/11/2023,146,Hotel Z,Aracaju (SE),4,208.04,05/11/2023,832.16,146.0,05/11/2023,West Sandra,Port Amberstad,Hatchback,Sixt,5.0,499.0,Prepaid,Cancelled,4481.0,1
14767,148,Brasilia (DF),Campo Grande (MS),premium,851.15,0.72,277.7,Rainbow,30/01/2020,148,Hotel BW,Campo Grande (MS),2,60.39,01/30/2020,120.78,148.0,01/30/2020,East Richard,Davidborough,SUV,Avis,2.0,263.0,Prepaid,Pending,3769.0,1
14769,148,Brasilia (DF),Campo Grande (MS),economic,583.6,0.72,277.7,CloudFy,13/02/2020,148,Hotel BW,Campo Grande (MS),4,60.39,02/13/2020,241.56,148.0,02/13/2020,Angelview,Lake Stephenton,Hatchback,Budget,2.0,232.0,Full-to-Full,Pending,2185.0,1
14780,148,Recife (PE),Natal (RN),premium,488.73,0.58,222.67,Rainbow,30/04/2020,148,Hotel BD,Natal (RN),3,242.88,04/30/2020,728.64,148.0,04/30/2020,West Jeffreymouth,Kaiserview,SUV,Enterprise,5.0,164.0,Full-to-Full,Cancelled,2829.0,1
14863,148,Recife (PE),Natal (RN),firstClass,628.96,0.58,222.67,Rainbow,12/02/2021,148,Hotel BD,Natal (RN),3,242.88,12/02/2021,728.64,148.0,12/02/2021,Lake Andreville,Brightberg,Luxury,Avis,5.0,124.0,Full-to-Full,Confirmed,4068.0,1
14876,148,Recife (PE),Aracaju (SE),firstClass,1166.1,1.44,555.74,CloudFy,03/03/2022,148,Hotel Z,Aracaju (SE),2,208.04,03/03/2022,416.08,148.0,03/03/2022,Greenville,Jamesmouth,Hatchback,Sixt,4.0,97.0,Prepaid,Cancelled,1198.0,1
14959,149,Recife (PE),Brasilia (DF),premium,638.63,0.63,242.21,Rainbow,14/05/2020,149,Hotel BP,Brasilia (DF),3,247.62,05/14/2020,742.86,149.0,05/14/2020,West Geraldborough,Castroside,SUV,Sixt,1.0,469.0,Full-to-Full,Cancelled,6148.0,1
14974,149,Aracaju (SE),Sao Paulo (SP),premium,588.14,1.02,392.76,Rainbow,27/08/2020,149,Hotel AF,Sao Paulo (SP),1,139.1,08/27/2020,139.1,149.0,08/27/2020,Geraldport,Heidihaven,Sedan,Hertz,5.0,418.0,Full-to-Full,Confirmed,4868.0,1
15016,149,Brasilia (DF),Sao Paulo (SP),firstClass,992.17,0.67,257.81,Rainbow,17/06/2021,149,Hotel AF,Sao Paulo (SP),3,139.1,06/17/2021,417.3,149.0,06/17/2021,Melissaview,Lake Lisa,Luxury,Enterprise,5.0,52.0,Full-to-Full,Pending,2638.0,1
15028,149,Recife (PE),Sao Paulo (SP),firstClass,954.78,1.26,486.52,FlyingDrops,09/09/2021,149,Hotel AF,Sao Paulo (SP),4,139.1,09/09/2021,556.4,149.0,09/09/2021,West Mistyville,Lake Sara,Luxury,Sixt,2.0,236.0,Prepaid,Pending,5850.0,1
15083,149,Brasilia (DF),Natal (RN),premium,1107.52,1.43,550.69,Rainbow,29/09/2022,149,Hotel BD,Natal (RN),1,242.88,09/29/2022,242.88,149.0,09/29/2022,Wongborough,West Karenberg,Luxury,Enterprise,4.0,459.0,Full-to-Full,Pending,10601.0,1
15085,149,Aracaju (SE),Recife (PE),economic,602.49,1.44,555.74,Rainbow,13/10/2022,149,Hotel AU,Recife (PE),2,312.83,10/13/2022,625.66,149.0,10/13/2022,West Jason,New Melissa,Luxury,Sixt,3.0,464.0,Prepaid,Pending,10558.0,1
15094,150,Brasilia (DF),Sao Paulo (SP),firstClass,992.17,0.67,257.81,Rainbow,14/11/2019,150,Hotel AF,Sao Paulo (SP),2,139.1,11/14/2019,278.2,150.0,11/14/2019,Swansonton,Scottfort,Luxury,Avis,2.0,147.0,Prepaid,Pending,4061.0,1
15101,150,Aracaju (SE),Natal (RN),premium,535.95,0.46,176.33,CloudFy,01/02/2020,150,Hotel BD,Natal (RN),2,242.88,01/02/2020,485.76,150.0,01/02/2020,Hensonberg,Lake Michael,SUV,Hertz,3.0,417.0,Partial,Confirmed,5693.0,1
15155,151,Brasilia (DF),Sao Paulo (SP),economic,533.8,0.67,257.81,Rainbow,17/09/2020,151,Hotel AF,Sao Paulo (SP),4,139.1,09/17/2020,556.4,151.0,09/17/2020,Lewisfurt,South Brandon,Luxury,Enterprise,1.0,186.0,Partial,Cancelled,4714.0,1
15226,152,Recife (PE),Rio de Janeiro (RJ),premium,1351.89,2.3,885.57,Rainbow,26/03/2020,152,Hotel CB,Rio de Janeiro (RJ),1,165.99,03/26/2020,165.99,152.0,03/26/2020,Port Holly,Hallberg,SUV,Enterprise,5.0,301.0,Partial,Pending,4498.0,1
15291,152,Recife (PE),Brasilia (DF),firstClass,709.25,0.63,242.21,CloudFy,24/06/2021,152,Hotel BP,Brasilia (DF),2,247.62,06/24/2021,495.24,152.0,06/24/2021,East Reneeton,Kimberlystad,SUV,Sixt,2.0,189.0,Prepaid,Cancelled,2871.0,1
15336,152,Recife (PE),Sao Paulo (SP),firstClass,980.83,1.26,486.52,Rainbow,05/05/2022,152,Hotel AF,Sao Paulo (SP),3,139.1,05/05/2022,417.3,152.0,05/05/2022,Mariastad,Lake Brianland,Sedan,Avis,1.0,319.0,Partial,Cancelled,3583.0,1
15346,152,Aracaju (SE),Salvador (BH),firstClass,1723.71,2.16,830.86,Rainbow,14/07/2022,152,Hotel K,Salvador (BH),4,263.41,07/14/2022,1053.64,152.0,07/14/2022,West John,Timothyton,SUV,Enterprise,2.0,272.0,Full-to-Full,Confirmed,3873.0,1
15374,153,Aracaju (SE),Recife (PE),premium,835.21,1.44,555.74,CloudFy,30/01/2020,153,Hotel AU,Recife (PE),4,312.83,01/30/2020,1251.32,153.0,01/30/2020,West John,Rachelchester,Sedan,Hertz,1.0,173.0,Prepaid,Confirmed,2119.0,1
