travelCode,User_ID,Departure,Arrival,flightType,Flight_price,Flight_duration,Flight_Distance,Flight_agency,Departure_date
13669,134,Aracaju (SE),Brasilia (DF),premium,706.36,1.11,425.98,Rainbow,11/11/2021
13675,134,Aracaju (SE),Rio de Janeiro (RJ),firstClass,1183.57,1.55,597.61,CloudFy,23/12/2021
13677,134,Brasilia (DF),Rio de Janeiro (RJ),economic,344.26,0.48,183.37,CloudFy,01/06/2022
13681,134,Brasilia (DF),Aracaju (SE),firstClass,1287.52,1.11,425.98,FlyingDrops,02/03/2022
13688,134,Recife (PE),Brasilia (DF),premium,573.61,0.63,242.21,CloudFy,24/03/2022
13691,135,Recife (PE),Sao Paulo (SP),premium,657.87,1.26,486.52,CloudFy,10/03/2019
13692,135,Aracaju (SE),Campo Grande (MS),economic,750.92,1.69,650.1,CloudFy,10/10/2019
13693,135,Aracaju (SE),Recife (PE),firstClass,1119.47,1.44,555.74,Rainbow,17/10/2019
13694,135,Brasilia (DF),Florianopolis (SC),firstClass,1569.65,1.66,637.56,FlyingDrops,24/10/2019
13695,135,Brasilia (DF),Rio de Janeiro (RJ),firstClass,649.64,0.48,183.37,CloudFy,31/10/2019
13697,135,Brasilia (DF),Rio de Janeiro (RJ),firstClass,649.64,0.48,183.37,CloudFy,14/11/2019
13698,135,Recife (PE),Florianopolis (SC),economic,761.2,1.76,676.53,CloudFy,21/11/2019
13699,135,Brasilia (DF),Aracaju (SE),premium,965.62,1.11,425.98,Rainbow,28/11/2019
13703,135,Brasilia (DF),Natal (RN),economic,726.19,1.43,550.69,Rainbow,26/12/2019
13706,135,Aracaju (SE),Natal (RN),premium,427.25,0.46,176.33,Rainbow,16/01/2020
13716,135,Brasilia (DF),Aracaju (SE),firstClass,1260.1,1.11,425.98,CloudFy,26/03/2020
13717,135,Aracaju (SE),Campo Grande (MS),firstClass,1387.89,1.69,650.1,Rainbow,04/02/2020
13718,135,Recife (PE),Natal (RN),firstClass,669.83,0.58,222.67,CloudFy,04/09/2020
13724,135,Recife (PE),Florianopolis (SC),firstClass,1434.38,1.76,676.53,FlyingDrops,21/05/2020
13726,135,Recife (PE),Sao Paulo (SP),premium,670.13,1.26,486.52,Rainbow,06/04/2020
13731,135,Brasilia (DF),Salvador (BH),economic,958.15,1.76,676.56,CloudFy,07/09/2020
13732,135,Aracaju (SE),Recife (PE),premium,875.41,1.44,555.74,Rainbow,16/07/2020
13734,135,Aracaju (SE),Rio de Janeiro (RJ),economic,712.64,1.55,597.61,Rainbow,30/07/2020
13736,135,Aracaju (SE),Rio de Janeiro (RJ),premium,930.12,1.55,597.61,Rainbow,13/08/2020
13744,135,Recife (PE),Salvador (BH),economic,861.68,2.05,788.55,Rainbow,10/08/2020
13746,135,Brasilia (DF),Salvador (BH),economic,921.08,1.76,676.56,Rainbow,22/10/2020
13748,135,Aracaju (SE),Sao Paulo (SP),firstClass,756.3,1.02,392.76,FlyingDrops,11/05/2020
13751,135,Aracaju (SE),Natal (RN),firstClass,598.61,0.46,176.33,CloudFy,26/11/2020
13754,135,Recife (PE),Rio de Janeiro (RJ),firstClass,1612.39,2.3,885.57,CloudFy,17/12/2020
13761,135,Brasilia (DF),Sao Paulo (SP),premium,698.1,0.67,257.81,CloudFy,02/04/2021
13767,135,Recife (PE),Florianopolis (SC),economic,761.2,1.76,676.53,CloudFy,18/03/2021
13768,135,Brasilia (DF),Campo Grande (MS),firstClass,1069.61,0.72,277.7,Rainbow,25/03/2021
13774,135,Brasilia (DF),Florianopolis (SC),firstClass,1569.65,1.66,637.56,FlyingDrops,05/06/2021
13783,136,Brasilia (DF),Rio de Janeiro (RJ),premium,440.69,0.48,183.37,Rainbow,21/11/2019
13787,136,Aracaju (SE),Sao Paulo (SP),premium,588.14,1.02,392.76,Rainbow,19/12/2019
13789,136,Brasilia (DF),Rio de Janeiro (RJ),firstClass,539.39,0.48,183.37,FlyingDrops,01/02/2020
13790,136,Recife (PE),Salvador (BH),firstClass,1484.94,2.05,788.55,CloudFy,01/09/2020
13792,136,Aracaju (SE),Sao Paulo (SP),economic,446.73,1.02,392.76,Rainbow,23/01/2020
13797,137,Aracaju (SE),Campo Grande (MS),firstClass,1389.37,1.69,650.1,CloudFy,24/10/2019
13801,137,Brasilia (DF),Aracaju (SE),premium,987.07,1.11,425.98,CloudFy,21/11/2019
13805,137,Brasilia (DF),Florianopolis (SC),firstClass,1569.65,1.66,637.56,FlyingDrops,19/12/2019
13807,137,Brasilia (DF),Sao Paulo (SP),firstClass,893.65,0.67,257.81,CloudFy,01/02/2020
13808,137,Recife (PE),Aracaju (SE),premium,932.22,1.44,555.74,Rainbow,01/09/2020
13812,137,Brasilia (DF),Natal (RN),firstClass,1313.76,1.43,550.69,CloudFy,02/06/2020
13814,137,Recife (PE),Brasilia (DF),firstClass,721.93,0.63,242.21,Rainbow,20/02/2020
13815,137,Aracaju (SE),Campo Grande (MS),economic,750.92,1.69,650.1,CloudFy,27/02/2020
13819,137,Recife (PE),Brasilia (DF),economic,439.38,0.63,242.21,Rainbow,26/03/2020
13820,137,Brasilia (DF),Salvador (BH),firstClass,1665.24,1.76,676.56,Rainbow,04/02/2020
13821,137,Aracaju (SE),Brasilia (DF),firstClass,957.68,1.11,425.98,CloudFy,04/09/2020
13827,137,Brasilia (DF),Salvador (BH),economic,921.08,1.76,676.56,Rainbow,21/05/2020
13828,137,Recife (PE),Salvador (BH),economic,842.11,2.05,788.55,CloudFy,28/05/2020
13829,137,Brasilia (DF),Sao Paulo (SP),economic,533.8,0.67,257.81,Rainbow,06/04/2020
13832,137,Brasilia (DF),Sao Paulo (SP),firstClass,893.65,0.67,257.81,CloudFy,25/06/2020
13833,137,Aracaju (SE),Recife (PE),economic,602.49,1.44,555.74,Rainbow,07/02/2020
13837,137,Aracaju (SE),Florianopolis (SC),firstClass,1582.41,2.1,808.85,Rainbow,30/07/2020
13838,137,Brasilia (DF),Aracaju (SE),firstClass,1260.1,1.11,425.98,CloudFy,08/06/2020
13843,137,Aracaju (SE),Brasilia (DF),premium,755.62,1.11,425.98,CloudFy,09/10/2020
13844,137,Aracaju (SE),Rio de Janeiro (RJ),economic,712.64,1.55,597.61,Rainbow,17/09/2020
13847,137,Recife (PE),Florianopolis (SC),firstClass,1434.38,1.76,676.53,FlyingDrops,10/08/2020
13850,137,Aracaju (SE),Recife (PE),premium,875.41,1.44,555.74,Rainbow,29/10/2020
13857,137,Recife (PE),Salvador (BH),economic,861.68,2.05,788.55,Rainbow,17/12/2020
13860,137,Brasilia (DF),Recife (PE),premium,559.13,0.63,242.21,Rainbow,01/07/2021
13863,137,Brasilia (DF),Natal (RN),premium,1107.52,1.43,550.69,Rainbow,28/01/2021
13866,137,Brasilia (DF),Campo Grande (MS),economic,583.6,0.72,277.7,CloudFy,18/02/2021
13868,137,Recife (PE),Aracaju (SE),economic,684.88,1.44,555.74,CloudFy,03/04/2021
13870,137,Recife (PE),Campo Grande (MS),premium,793.15,1.39,535.4,CloudFy,18/03/2021
13871,137,Aracaju (SE),Natal (RN),premium,427.25,0.46,176.33,Rainbow,25/03/2021
13875,137,Brasilia (DF),Sao Paulo (SP),premium,698.1,0.67,257.81,CloudFy,22/04/2021
13887,137,Aracaju (SE),Sao Paulo (SP),premium,630.34,1.02,392.76,CloudFy,15/07/2021
13888,137,Brasilia (DF),Natal (RN),firstClass,1433.35,1.43,550.69,FlyingDrops,22/07/2021
13894,137,Aracaju (SE),Brasilia (DF),firstClass,957.68,1.11,425.98,CloudFy,09/02/2021
13895,137,Aracaju (SE),Brasilia (DF),economic,472.72,1.11,425.98,CloudFy,09/09/2021
13897,137,Recife (PE),Florianopolis (SC),firstClass,1434.38,1.76,676.53,FlyingDrops,23/09/2021
13904,137,Aracaju (SE),Sao Paulo (SP),premium,588.14,1.02,392.76,Rainbow,11/11/2021
13906,137,Recife (PE),Florianopolis (SC),premium,1070.54,1.76,676.53,Rainbow,25/11/2021
13907,138,Brasilia (DF),Sao Paulo (SP),economic,533.8,0.67,257.81,Rainbow,26/09/2019
13908,138,Brasilia (DF),Florianopolis (SC),firstClass,1576.97,1.66,637.56,Rainbow,10/03/2019
13910,138,Aracaju (SE),Florianopolis (SC),premium,1132.81,2.1,808.85,Rainbow,17/10/2019
13912,138,Brasilia (DF),Aracaju (SE),economic,654.88,1.11,425.98,CloudFy,31/10/2019
13919,138,Recife (PE),Brasilia (DF),premium,638.63,0.63,242.21,Rainbow,19/12/2019
13920,138,Aracaju (SE),Brasilia (DF),premium,706.36,1.11,425.98,Rainbow,26/12/2019
13926,138,Recife (PE),Salvador (BH),firstClass,1470.41,2.05,788.55,Rainbow,02/06/2020
13928,138,Recife (PE),Sao Paulo (SP),economic,513.06,1.26,486.52,CloudFy,20/02/2020
13932,138,Brasilia (DF),Aracaju (SE),economic,654.88,1.11,425.98,CloudFy,19/03/2020
13933,138,Recife (PE),Rio de Janeiro (RJ),firstClass,1612.39,2.3,885.57,CloudFy,26/03/2020
13934,138,Recife (PE),Florianopolis (SC),firstClass,1354.53,1.76,676.53,CloudFy,04/02/2020
13936,139,Aracaju (SE),Natal (RN),economic,380.32,0.46,176.33,Rainbow,10/03/2019
13937,139,Aracaju (SE),Sao Paulo (SP),premium,630.34,1.02,392.76,CloudFy,10/10/2019
13940,139,Recife (PE),Florianopolis (SC),firstClass,1371.83,1.76,676.53,Rainbow,31/10/2019
13941,139,Aracaju (SE),Florianopolis (SC),firstClass,1499.93,2.1,808.85,FlyingDrops,11/07/2019
13945,139,Brasilia (DF),Recife (PE),economic,421.2,0.63,242.21,Rainbow,12/05/2019
13946,139,Aracaju (SE),Salvador (BH),firstClass,1723.71,2.16,830.86,Rainbow,12/12/2019
13952,139,Brasilia (DF),Recife (PE),economic,421.2,0.63,242.21,Rainbow,23/01/2020
13958,139,Aracaju (SE),Salvador (BH),firstClass,1684.05,2.16,830.86,CloudFy,03/05/2020
13959,139,Aracaju (SE),Salvador (BH),economic,964.83,2.16,830.86,CloudFy,03/12/2020
13965,139,Recife (PE),Rio de Janeiro (RJ),firstClass,1612.39,2.3,885.57,CloudFy,23/04/2020
13966,139,Recife (PE),Sao Paulo (SP),firstClass,883.63,1.26,486.52,CloudFy,30/04/2020
13967,139,Aracaju (SE),Sao Paulo (SP),premium,630.34,1.02,392.76,CloudFy,05/07/2020
13968,139,Recife (PE),Salvador (BH),firstClass,1596.61,2.05,788.55,FlyingDrops,14/05/2020
13969,139,Brasilia (DF),Campo Grande (MS),economic,583.6,0.72,277.7,CloudFy,21/05/2020
13970,139,Recife (PE),Sao Paulo (SP),firstClass,883.63,1.26,486.52,CloudFy,28/05/2020
13971,139,Brasilia (DF),Florianopolis (SC),economic,884.94,1.66,637.56,CloudFy,06/04/2020
13978,139,Aracaju (SE),Florianopolis (SC),firstClass,1582.41,2.1,808.85,Rainbow,23/07/2020
13984,139,Aracaju (SE),Campo Grande (MS),firstClass,1387.89,1.69,650.1,Rainbow,09/03/2020
13985,139,Aracaju (SE),Recife (PE),firstClass,1088.87,1.44,555.74,FlyingDrops,09/10/2020
13991,139,Aracaju (SE),Campo Grande (MS),economic,743.54,1.69,650.1,Rainbow,22/10/2020
13993,139,Recife (PE),Aracaju (SE),firstClass,1166.1,1.44,555.74,CloudFy,11/05/2020
13997,139,Brasilia (DF),Salvador (BH),firstClass,1685.23,1.76,676.56,CloudFy,12/03/2020
14001,139,Brasilia (DF),Recife (PE),premium,568.38,0.63,242.21,CloudFy,31/12/2020
14007,139,Aracaju (SE),Rio de Janeiro (RJ),firstClass,1183.57,1.55,597.61,CloudFy,02/11/2021
14013,139,Brasilia (DF),Florianopolis (SC),firstClass,1569.65,1.66,637.56,FlyingDrops,25/03/2021
14021,139,Brasilia (DF),Natal (RN),firstClass,1434.91,1.43,550.69,Rainbow,20/05/2021
14024,139,Recife (PE),Brasilia (DF),economic,393.68,0.63,242.21,CloudFy,06/10/2021
14029,139,Brasilia (DF),Aracaju (SE),economic,654.88,1.11,425.98,CloudFy,15/07/2021
14034,139,Brasilia (DF),Natal (RN),premium,1107.52,1.43,550.69,Rainbow,19/08/2021
14035,139,Aracaju (SE),Salvador (BH),firstClass,1714.75,2.16,830.86,FlyingDrops,26/08/2021
14037,139,Brasilia (DF),Florianopolis (SC),economic,889.07,1.66,637.56,Rainbow,09/09/2021
14052,140,Recife (PE),Florianopolis (SC),economic,803.39,1.76,676.53,Rainbow,12/12/2019
14066,140,Aracaju (SE),Salvador (BH),premium,1289.05,2.16,830.86,Rainbow,19/03/2020
14071,140,Recife (PE),Aracaju (SE),economic,663.23,1.44,555.74,Rainbow,23/04/2020
14074,140,Aracaju (SE),Florianopolis (SC),economic,852.18,2.1,808.85,Rainbow,14/05/2020
14075,140,Brasilia (DF),Sao Paulo (SP),firstClass,893.65,0.67,257.81,CloudFy,21/05/2020
14076,140,Recife (PE),Salvador (BH),premium,1249.83,2.05,788.55,Rainbow,28/05/2020
14078,140,Brasilia (DF),Recife (PE),premium,559.13,0.63,242.21,Rainbow,06/11/2020
14079,140,Recife (PE),Brasilia (DF),economic,393.68,0.63,242.21,CloudFy,18/06/2020
14080,140,Aracaju (SE),Brasilia (DF),economic,472.72,1.11,425.98,CloudFy,25/06/2020
14082,140,Recife (PE),Natal (RN),firstClass,633.71,0.58,222.67,FlyingDrops,07/09/2020
14090,140,Aracaju (SE),Rio de Janeiro (RJ),premium,930.12,1.55,597.61,Rainbow,09/03/2020
14098,140,Aracaju (SE),Natal (RN),firstClass,577.71,0.46,176.33,FlyingDrops,29/10/2020
14112,140,Aracaju (SE),Florianopolis (SC),firstClass,1515.79,2.1,808.85,CloudFy,02/04/2021
14113,140,Brasilia (DF),Natal (RN),firstClass,1313.76,1.43,550.69,CloudFy,02/11/2021
14119,140,Brasilia (DF),Salvador (BH),firstClass,1724.49,1.76,676.56,FlyingDrops,25/03/2021
14122,140,Brasilia (DF),Rio de Janeiro (RJ),firstClass,586.04,0.48,183.37,Rainbow,15/04/2021
14123,140,Aracaju (SE),Brasilia (DF),firstClass,959.29,1.11,425.98,Rainbow,22/04/2021
14129,140,Recife (PE),Natal (RN),economic,360.22,0.58,222.67,Rainbow,06/03/2021
14130,140,Brasilia (DF),Natal (RN),premium,1067.3,1.43,550.69,CloudFy,06/10/2021
14134,140,Recife (PE),Aracaju (SE),firstClass,1300.81,1.44,555.74,FlyingDrops,07/08/2021
14137,140,Brasilia (DF),Natal (RN),firstClass,1434.91,1.43,550.69,Rainbow,29/07/2021
14141,140,Brasilia (DF),Rio de Janeiro (RJ),firstClass,586.04,0.48,183.37,Rainbow,26/08/2021
14146,140,Aracaju (SE),Campo Grande (MS),firstClass,1387.89,1.69,650.1,Rainbow,30/09/2021
14147,140,Aracaju (SE),Campo Grande (MS),firstClass,1376.09,1.69,650.1,FlyingDrops,10/07/2021
14148,140,Recife (PE),Sao Paulo (SP),premium,657.87,1.26,486.52,CloudFy,14/10/2021
14149,140,Aracaju (SE),Brasilia (DF),firstClass,898.04,1.11,425.98,FlyingDrops,21/10/2021
14150,140,Aracaju (SE),Sao Paulo (SP),economic,410.79,1.02,392.76,CloudFy,28/10/2021
14151,140,Brasilia (DF),Sao Paulo (SP),premium,750.0,0.67,257.81,Rainbow,11/04/2021
14152,140,Aracaju (SE),Natal (RN),firstClass,577.71,0.46,176.33,FlyingDrops,11/11/2021
14153,140,Aracaju (SE),Campo Grande (MS),firstClass,1376.09,1.69,650.1,FlyingDrops,18/11/2021
14156,140,Recife (PE),Florianopolis (SC),economic,803.39,1.76,676.53,Rainbow,12/09/2021
14157,140,Recife (PE),Sao Paulo (SP),firstClass,980.83,1.26,486.52,Rainbow,16/12/2021
14161,140,Brasilia (DF),Campo Grande (MS),firstClass,1009.71,0.72,277.7,FlyingDrops,13/01/2022
14163,140,Recife (PE),Brasilia (DF),economic,439.38,0.63,242.21,Rainbow,27/01/2022
14169,140,Aracaju (SE),Sao Paulo (SP),economic,446.73,1.02,392.76,Rainbow,03/10/2022
14174,140,Recife (PE),Sao Paulo (SP),economic,513.06,1.26,486.52,CloudFy,14/04/2022
14178,141,Recife (PE),Florianopolis (SC),economic,761.2,1.76,676.53,CloudFy,10/10/2019
14181,141,Recife (PE),Aracaju (SE),premium,932.84,1.44,555.74,CloudFy,31/10/2019
14182,141,Brasilia (DF),Recife (PE),firstClass,691.39,0.63,242.21,FlyingDrops,11/07/2019
14187,141,Aracaju (SE),Sao Paulo (SP),firstClass,730.43,1.02,392.76,CloudFy,12/12/2019
14188,141,Aracaju (SE),Rio de Janeiro (RJ),premium,1007.72,1.55,597.61,CloudFy,19/12/2019
14189,141,Brasilia (DF),Sao Paulo (SP),firstClass,893.65,0.67,257.81,CloudFy,26/12/2019
14190,141,Recife (PE),Rio de Janeiro (RJ),economic,908.93,2.3,885.57,Rainbow,01/02/2020
14197,141,Recife (PE),Rio de Janeiro (RJ),firstClass,1706.89,2.3,885.57,FlyingDrops,20/02/2020
14201,141,Brasilia (DF),Recife (PE),economic,432.1,0.63,242.21,CloudFy,19/03/2020
14203,141,Brasilia (DF),Salvador (BH),premium,1268.97,1.76,676.56,Rainbow,04/02/2020
14205,141,Aracaju (SE),Salvador (BH),economic,943.36,2.16,830.86,Rainbow,16/04/2020
14207,142,Recife (PE),Campo Grande (MS),firstClass,1038.95,1.39,535.4,FlyingDrops,10/03/2019
14220,142,Brasilia (DF),Aracaju (SE),firstClass,1214.82,1.11,425.98,Rainbow,01/02/2020
14225,142,Aracaju (SE),Florianopolis (SC),premium,1174.97,2.1,808.85,CloudFy,02/06/2020
14227,142,Brasilia (DF),Florianopolis (SC),firstClass,1576.97,1.66,637.56,Rainbow,20/02/2020
14228,142,Recife (PE),Campo Grande (MS),economic,563.71,1.39,535.4,CloudFy,27/02/2020
14232,142,Recife (PE),Sao Paulo (SP),economic,545.95,1.26,486.52,Rainbow,26/03/2020
14233,142,Brasilia (DF),Aracaju (SE),premium,987.07,1.11,425.98,CloudFy,04/02/2020
14234,142,Recife (PE),Campo Grande (MS),firstClass,1069.12,1.39,535.4,Rainbow,04/09/2020
14235,142,Brasilia (DF),Natal (RN),economic,791.66,1.43,550.69,CloudFy,16/04/2020
14239,142,Brasilia (DF),Salvador (BH),premium,1346.6,1.76,676.56,CloudFy,14/05/2020
14251,142,Brasilia (DF),Sao Paulo (SP),firstClass,904.0,0.67,257.81,FlyingDrops,08/06/2020
14252,142,Aracaju (SE),Florianopolis (SC),firstClass,1515.79,2.1,808.85,CloudFy,13/08/2020
14256,143,Recife (PE),Brasilia (DF),premium,638.63,0.63,242.21,Rainbow,17/10/2019
14259,143,Aracaju (SE),Sao Paulo (SP),premium,630.34,1.02,392.76,CloudFy,11/07/2019
14261,143,Brasilia (DF),Florianopolis (SC),firstClass,1576.97,1.66,637.56,Rainbow,21/11/2019
14262,143,Brasilia (DF),Florianopolis (SC),premium,1189.32,1.66,637.56,CloudFy,28/11/2019
14263,143,Recife (PE),Aracaju (SE),premium,932.22,1.44,555.74,Rainbow,12/05/2019
14264,143,Brasilia (DF),Rio de Janeiro (RJ),firstClass,539.39,0.48,183.37,FlyingDrops,12/12/2019
14265,143,Recife (PE),Florianopolis (SC),firstClass,1371.83,1.76,676.53,Rainbow,19/12/2019
14267,143,Recife (PE),Sao Paulo (SP),premium,670.13,1.26,486.52,Rainbow,01/02/2020
14268,143,Aracaju (SE),Salvador (BH),premium,1288.79,2.16,830.86,CloudFy,01/09/2020
14269,143,Brasilia (DF),Campo Grande (MS),premium,851.15,0.72,277.7,Rainbow,16/01/2020
14270,143,Recife (PE),Sao Paulo (SP),economic,513.06,1.26,486.52,CloudFy,23/01/2020
14273,143,Brasilia (DF),Florianopolis (SC),economic,884.94,1.66,637.56,CloudFy,13/02/2020
14278,143,Recife (PE),Natal (RN),economic,360.22,0.58,222.67,Rainbow,19/03/2020
14280,143,Recife (PE),Rio de Janeiro (RJ),firstClass,1612.39,2.3,885.57,CloudFy,04/02/2020
14282,143,Recife (PE),Campo Grande (MS),premium,793.15,1.39,535.4,CloudFy,16/04/2020
14300,144,Aracaju (SE),Brasilia (DF),firstClass,898.04,1.11,425.98,FlyingDrops,14/11/2019
14302,144,Aracaju (SE),Campo Grande (MS),economic,743.54,1.69,650.1,Rainbow,28/11/2019
14306,144,Aracaju (SE),Sao Paulo (SP),premium,630.34,1.02,392.76,CloudFy,26/12/2019
14308,144,Recife (PE),Salvador (BH),firstClass,1484.94,2.05,788.55,CloudFy,01/09/2020
14309,144,Recife (PE),Campo Grande (MS),firstClass,1069.12,1.39,535.4,Rainbow,16/01/2020
14315,144,Brasilia (DF),Campo Grande (MS),firstClass,1009.71,0.72,277.7,FlyingDrops,27/02/2020
14317,144,Recife (PE),Aracaju (SE),economic,684.88,1.44,555.74,CloudFy,03/12/2020
14330,144,Brasilia (DF),Recife (PE),firstClass,691.39,0.63,242.21,FlyingDrops,06/11/2020
14336,144,Brasilia (DF),Florianopolis (SC),firstClass,1569.65,1.66,637.56,FlyingDrops,23/07/2020
14342,145,Recife (PE),Rio de Janeiro (RJ),firstClass,1611.14,2.3,885.57,Rainbow,10/03/2019
14348,145,Recife (PE),Sao Paulo (SP),firstClass,980.83,1.26,486.52,Rainbow,14/11/2019
14353,145,Recife (PE),Salvador (BH),firstClass,1484.94,2.05,788.55,CloudFy,19/12/2019
14358,145,Brasilia (DF),Salvador (BH),premium,1346.6,1.76,676.56,CloudFy,23/01/2020
14362,145,Aracaju (SE),Brasilia (DF),premium,755.62,1.11,425.98,CloudFy,20/02/2020
14371,145,Recife (PE),Aracaju (SE),firstClass,1181.19,1.44,555.74,Rainbow,23/04/2020
14378,145,Aracaju (SE),Florianopolis (SC),firstClass,1515.79,2.1,808.85,CloudFy,06/11/2020
14382,145,Recife (PE),Florianopolis (SC),economic,803.39,1.76,676.53,Rainbow,07/09/2020
14386,145,Brasilia (DF),Recife (PE),firstClass,804.24,0.63,242.21,CloudFy,08/06/2020
14400,145,Recife (PE),Rio de Janeiro (RJ),economic,910.7,2.3,885.57,CloudFy,11/12/2020
14403,145,Recife (PE),Sao Paulo (SP),economic,545.95,1.26,486.52,Rainbow,12/03/2020
14405,145,Brasilia (DF),Sao Paulo (SP),firstClass,893.65,0.67,257.81,CloudFy,17/12/2020
14412,145,Brasilia (DF),Sao Paulo (SP),economic,533.8,0.67,257.81,Rainbow,02/04/2021
14414,145,Aracaju (SE),Brasilia (DF),premium,706.36,1.11,425.98,Rainbow,18/02/2021
14418,145,Recife (PE),Rio de Janeiro (RJ),firstClass,1612.39,2.3,885.57,CloudFy,18/03/2021
14419,145,Brasilia (DF),Natal (RN),economic,726.19,1.43,550.69,Rainbow,25/03/2021
14422,145,Aracaju (SE),Brasilia (DF),firstClass,898.04,1.11,425.98,FlyingDrops,15/04/2021
14424,145,Aracaju (SE),Recife (PE),economic,602.49,1.44,555.74,Rainbow,29/04/2021
14425,145,Aracaju (SE),Rio de Janeiro (RJ),premium,930.12,1.55,597.61,Rainbow,05/06/2021
14426,145,Aracaju (SE),Sao Paulo (SP),economic,410.79,1.02,392.76,CloudFy,13/05/2021
14430,145,Recife (PE),Brasilia (DF),economic,393.68,0.63,242.21,CloudFy,06/10/2021
14433,145,Aracaju (SE),Salvador (BH),firstClass,1723.71,2.16,830.86,Rainbow,07/01/2021
14434,145,Aracaju (SE),Sao Paulo (SP),firstClass,730.43,1.02,392.76,CloudFy,07/08/2021
14443,145,Recife (PE),Aracaju (SE),premium,932.84,1.44,555.74,CloudFy,09/09/2021
14444,145,Brasilia (DF),Natal (RN),economic,791.66,1.43,550.69,CloudFy,16/09/2021
14448,145,Brasilia (DF),Florianopolis (SC),economic,889.07,1.66,637.56,Rainbow,14/10/2021
14454,145,Aracaju (SE),Brasilia (DF),firstClass,957.68,1.11,425.98,CloudFy,25/11/2021
14455,145,Aracaju (SE),Recife (PE),economic,602.49,1.44,555.74,Rainbow,12/02/2021
14456,145,Aracaju (SE),Recife (PE),firstClass,1119.47,1.44,555.74,Rainbow,12/09/2021
14458,145,Aracaju (SE),Brasilia (DF),premium,755.62,1.11,425.98,CloudFy,23/12/2021
14459,145,Recife (PE),Campo Grande (MS),economic,563.71,1.39,535.4,CloudFy,30/12/2021
14465,145,Aracaju (SE),Florianopolis (SC),firstClass,1582.41,2.1,808.85,Rainbow,02/10/2022
14467,145,Brasilia (DF),Florianopolis (SC),premium,1189.32,1.66,637.56,CloudFy,24/02/2022
14471,145,Brasilia (DF),Salvador (BH),economic,921.08,1.76,676.56,Rainbow,24/03/2022
14472,145,Aracaju (SE),Natal (RN),premium,535.95,0.46,176.33,CloudFy,31/03/2022
14485,145,Aracaju (SE),Natal (RN),firstClass,598.61,0.46,176.33,CloudFy,30/06/2022
14488,145,Aracaju (SE),Sao Paulo (SP),firstClass,730.43,1.02,392.76,CloudFy,21/07/2022
14494,145,Brasilia (DF),Rio de Janeiro (RJ),economic,371.04,0.48,183.37,Rainbow,09/01/2022
14496,145,Recife (PE),Rio de Janeiro (RJ),firstClass,1611.14,2.3,885.57,Rainbow,15/09/2022
14500,145,Brasilia (DF),Campo Grande (MS),premium,831.7,0.72,277.7,CloudFy,13/10/2022
14502,145,Recife (PE),Aracaju (SE),firstClass,1300.81,1.44,555.74,FlyingDrops,27/10/2022
14505,145,Recife (PE),Brasilia (DF),firstClass,709.25,0.63,242.21,CloudFy,17/11/2022
14513,145,Aracaju (SE),Natal (RN),economic,332.1,0.46,176.33,CloudFy,01/12/2023
14516,145,Brasilia (DF),Natal (RN),economic,726.19,1.43,550.69,Rainbow,02/02/2023
14520,145,Brasilia (DF),Salvador (BH),firstClass,1685.23,1.76,676.56,CloudFy,03/02/2023
14524,145,Brasilia (DF),Recife (PE),premium,568.38,0.63,242.21,CloudFy,30/03/2023
14530,145,Recife (PE),Rio de Janeiro (RJ),premium,1270.03,2.3,885.57,CloudFy,05/11/2023
14533,146,Recife (PE),Campo Grande (MS),firstClass,1110.76,1.39,535.4,CloudFy,26/09/2019
14547,146,Brasilia (DF),Natal (RN),premium,1067.3,1.43,550.69,CloudFy,01/02/2020
14548,146,Aracaju (SE),Sao Paulo (SP),economic,446.73,1.02,392.76,Rainbow,01/09/2020
14549,146,Recife (PE),Aracaju (SE),economic,663.23,1.44,555.74,Rainbow,16/01/2020
14552,146,Aracaju (SE),Sao Paulo (SP),firstClass,730.43,1.02,392.76,CloudFy,02/06/2020
14556,146,Brasilia (DF),Sao Paulo (SP),economic,538.95,0.67,257.81,CloudFy,03/05/2020
14562,146,Aracaju (SE),Sao Paulo (SP),firstClass,752.27,1.02,392.76,Rainbow,16/04/2020
14564,146,Aracaju (SE),Recife (PE),firstClass,1088.87,1.44,555.74,FlyingDrops,30/04/2020
